participant_id,source_file,host,host_participant_label,puzzle_id,order,completed,skipped,initial_rating,final_rating,rating_change,experience_level,played_before,skill_nonogram,skill_puzzles,nonogram_size_experience,logic_experience,puzzle_played_frequency,human_time_to_solve,conflicts,decisions,propagations,sat_time_to_solve,log_conflicts,log_decisions,log_propagations,log_sat_time,centered_final_rating
P005,Bing-p5.ndjson,Bing,p5,5,3,True,False,5.0,5.0,0.0,8.0,many,8.0,7.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,335.128571,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,1.0
P006,Bing-p6.ndjson,Bing,p6,1,1,True,False,5.0,5.0,0.0,6.0,many,6.0,4.0,"[""<=10*10"", ""10*10"", "">=10*10""]","[""sudoku""]",few,511.348199,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,1.0
P006,Bing-p6.ndjson,Bing,p6,2,2,True,False,3.0,3.0,0.0,6.0,many,6.0,4.0,"[""<=10*10"", ""10*10"", "">=10*10""]","[""sudoku""]",few,303.290426,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,-1.0
P006,Bing-p6.ndjson,Bing,p6,5,3,True,False,4.0,4.0,0.0,6.0,many,6.0,4.0,"[""<=10*10"", ""10*10"", "">=10*10""]","[""sudoku""]",few,439.727966,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,0.0
P007,Bing-p7.ndjson,Bing,p7,2,1,False,True,4.0,,,1.0,never,1.0,5.0,"[""N/A""]","[""battleships"", ""sudoku"", ""minesweeper""]",few,,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,
P007,Bing-p7.ndjson,Bing,p7,0,2,True,False,4.0,4.0,0.0,1.0,never,1.0,5.0,"[""N/A""]","[""battleships"", ""sudoku"", ""minesweeper""]",few,600.053376,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,0.0
P007,Bing-p7.ndjson,Bing,p7,3,3,True,False,4.0,4.0,0.0,1.0,never,1.0,5.0,"[""N/A""]","[""battleships"", ""sudoku"", ""minesweeper""]",few,682.922625,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,0.0
P008,Bing-p8.ndjson,Bing,p8,2,1,True,False,2.0,2.0,0.0,5.0,never,5.0,8.0,"[""N/A""]","[""sudoku"", ""minesweeper""]",many,407.309835,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,-1.0
P008,Bing-p8.ndjson,Bing,p8,0,2,True,False,3.0,3.0,0.0,5.0,never,5.0,8.0,"[""N/A""]","[""sudoku"", ""minesweeper""]",many,361.575013,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,0.0
P008,Bing-p8.ndjson,Bing,p8,3,3,True,False,4.0,4.0,0.0,5.0,never,5.0,8.0,"[""N/A""]","[""sudoku"", ""minesweeper""]",many,595.533794,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,1.0
P009,Bing-p9.ndjson,Bing,p9,3,1,True,False,5.0,5.0,0.0,8.0,never,8.0,8.0,"[""N/A""]","[""sudoku"", ""minesweeper"", ""battleships"", ""other""]",regular,591.567164,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,1.0
P009,Bing-p9.ndjson,Bing,p9,5,2,True,False,4.0,4.0,0.0,8.0,never,8.0,8.0,"[""N/A""]","[""sudoku"", ""minesweeper"", ""battleships"", ""other""]",regular,399.332156,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,0.0
P009,Bing-p9.ndjson,Bing,p9,4,3,True,False,3.0,3.0,0.0,8.0,never,8.0,8.0,"[""N/A""]","[""sudoku"", ""minesweeper"", ""battleships"", ""other""]",regular,337.205659,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,-1.0
P010,Bing-p10.ndjson,Bing,p10,0,1,True,False,2.0,2.0,0.0,6.0,many,6.0,8.0,"["">=10*10""]","[""sudoku"", ""minesweeper"", ""norinoti""]",regular,189.368498,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,-1.0
P010,Bing-p10.ndjson,Bing,p10,1,2,True,False,4.0,4.0,0.0,6.0,many,6.0,8.0,"["">=10*10""]","[""sudoku"", ""minesweeper"", ""norinoti""]",regular,371.662483,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,1.0
P010,Bing-p10.ndjson,Bing,p10,4,3,True,False,3.0,3.0,0.0,6.0,many,6.0,8.0,"["">=10*10""]","[""sudoku"", ""minesweeper"", ""norinoti""]",regular,358.437425,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,0.0
P011,Bing-p11.ndjson,Bing,p11,1,1,True,False,4.0,4.0,0.0,5.0,few,5.0,5.0,"[""N/A""]","[""sudoku"", ""battleships""]",few,622.333017,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,-0.33333333333333304
P011,Bing-p11.ndjson,Bing,p11,4,2,True,False,5.0,5.0,0.0,5.0,few,5.0,5.0,"[""N/A""]","[""sudoku"", ""battleships""]",few,519.281627,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,0.666666666666667
P011,Bing-p11.ndjson,Bing,p11,5,3,True,False,4.0,4.0,0.0,5.0,few,5.0,5.0,"[""N/A""]","[""sudoku"", ""battleships""]",few,420.921688,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,-0.33333333333333304
P012,Bing-p12.ndjson,Bing,p12,2,1,True,False,3.0,3.0,0.0,3.0,few,3.0,3.0,"[""10*10"", ""<=10*10""]","[""sudoku"", ""battleships""]",few,581.769812,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,0.3333333333333335
P012,Bing-p12.ndjson,Bing,p12,5,2,True,False,3.0,3.0,0.0,3.0,few,3.0,3.0,"[""10*10"", ""<=10*10""]","[""sudoku"", ""battleships""]",few,866.160411,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,0.3333333333333335
P012,Bing-p12.ndjson,Bing,p12,1,3,True,False,2.0,2.0,0.0,3.0,few,3.0,3.0,"[""10*10"", ""<=10*10""]","[""sudoku"", ""battleships""]",few,354.514563,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,-0.6666666666666665
P013,Bing-p13.ndjson,Bing,p13,5,1,True,False,2.0,2.0,0.0,9.0,many,9.0,9.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,193.808601,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,0.0
P013,Bing-p13.ndjson,Bing,p13,4,2,True,False,2.0,2.0,0.0,9.0,many,9.0,9.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,152.129935,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,0.0
P013,Bing-p13.ndjson,Bing,p13,1,3,True,False,2.0,2.0,0.0,9.0,many,9.0,9.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,141.643552,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,0.0
P014,Bing-p14.ndjson,Bing,p14,0,1,True,False,3.0,3.0,0.0,5.0,never,5.0,7.0,"[""N/A""]","[""battleships"", ""minesweeper""]",many,648.625455,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,-0.3333333333333335
P014,Bing-p14.ndjson,Bing,p14,1,2,True,False,4.0,4.0,0.0,5.0,never,5.0,7.0,"[""N/A""]","[""battleships"", ""minesweeper""]",many,569.950564,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,0.6666666666666665
P014,Bing-p14.ndjson,Bing,p14,3,3,True,False,4.0,3.0,-1.0,5.0,never,5.0,7.0,"[""N/A""]","[""battleships"", ""minesweeper""]",many,559.018055,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,-0.3333333333333335
P015,Bing-p15.ndjson,Bing,p15,1,1,False,False,,,,,,,,,,,,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,
P015,Bing-p15.ndjson,Bing,p15,2,2,False,False,,,,,,,,,,,,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,
P015,Bing-p15.ndjson,Bing,p15,0,3,False,False,,,,,,,,,,,,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,
P016,Bing-p16.ndjson,Bing,p16,2,1,True,False,2.0,2.0,0.0,9.0,many,9.0,8.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,230.380205,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,-1.0
P016,Bing-p16.ndjson,Bing,p16,5,2,True,False,3.0,3.0,0.0,9.0,many,9.0,8.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,176.320133,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,0.0
P016,Bing-p16.ndjson,Bing,p16,0,3,True,False,4.0,4.0,0.0,9.0,many,9.0,8.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,362.694965,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,1.0
P017,Bing-p17.ndjson,Bing,p17,3,1,True,False,4.0,3.0,-1.0,1.0,never,1.0,4.0,"[""N/A""]","[""sudoku"", ""minesweeper""]",few,666.558991,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,0.3333333333333335
P017,Bing-p17.ndjson,Bing,p17,5,2,True,False,3.0,3.0,0.0,1.0,never,1.0,4.0,"[""N/A""]","[""sudoku"", ""minesweeper""]",few,579.852173,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,0.3333333333333335
P017,Bing-p17.ndjson,Bing,p17,2,3,True,False,2.0,2.0,0.0,1.0,never,1.0,4.0,"[""N/A""]","[""sudoku"", ""minesweeper""]",few,364.660069,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,-0.6666666666666665
P018,Bing-p18.ndjson,Bing,p18,4,1,True,False,4.0,4.0,0.0,3.0,never,3.0,8.0,[],"[""sudoku"", ""minesweeper"", ""battleships""]",few,467.811032,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,0.3333333333333335
P018,Bing-p18.ndjson,Bing,p18,1,2,True,False,4.0,4.0,0.0,3.0,never,3.0,8.0,[],"[""sudoku"", ""minesweeper"", ""battleships""]",few,507.039281,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,0.3333333333333335
P018,Bing-p18.ndjson,Bing,p18,0,3,True,False,3.0,3.0,0.0,3.0,never,3.0,8.0,[],"[""sudoku"", ""minesweeper"", ""battleships""]",few,469.162298,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,-0.6666666666666665
P019,Bing-p19.ndjson,Bing,p19,5,1,True,False,3.0,3.0,0.0,8.0,regular,8.0,6.0,"[""<=10*10"", "">=10*10"", ""10*10""]","[""minesweeper"", ""battleships""]",many,284.833059,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,-0.6666666666666665
P019,Bing-p19.ndjson,Bing,p19,1,2,True,False,4.0,4.0,0.0,8.0,regular,8.0,6.0,"[""<=10*10"", "">=10*10"", ""10*10""]","[""minesweeper"", ""battleships""]",many,341.960938,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,0.3333333333333335
P019,Bing-p19.ndjson,Bing,p19,4,3,True,False,4.0,4.0,0.0,8.0,regular,8.0,6.0,"[""<=10*10"", "">=10*10"", ""10*10""]","[""minesweeper"", ""battleships""]",many,257.024152,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,0.3333333333333335
P020,Bing-p20.ndjson,Bing,p20,0,1,True,False,5.0,5.0,0.0,7.0,many,7.0,9.0,"[""<=10*10"", ""10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,811.079525,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,1.0
P020,Bing-p20.ndjson,Bing,p20,3,2,True,False,4.0,4.0,0.0,7.0,many,7.0,9.0,"[""<=10*10"", ""10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,746.888988,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,0.0
P020,Bing-p20.ndjson,Bing,p20,4,3,True,False,3.0,3.0,0.0,7.0,many,7.0,9.0,"[""<=10*10"", ""10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,625.040079,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,-1.0
P021,Bing-p21.ndjson,Bing,p21,1,1,True,False,3.0,,,1.0,never,1.0,1.0,"[""<=10*10""]","[""sudoku""]",few,1692.409976,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,
P021,Bing-p21.ndjson,Bing,p21,0,2,True,False,4.0,,,1.0,never,1.0,1.0,"[""<=10*10""]","[""sudoku""]",few,1370.408414,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,
P021,Bing-p21.ndjson,Bing,p21,2,3,False,False,,,,1.0,never,1.0,1.0,"[""<=10*10""]","[""sudoku""]",few,,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,
P022,Bing-p22.ndjson,Bing,p22,2,1,True,False,3.0,2.0,-1.0,6.0,few,6.0,6.0,"[""<=10*10"", ""10*10""]","[""sudoku"", ""minesweeper""]",few,492.771437,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,-1.0
P022,Bing-p22.ndjson,Bing,p22,4,2,True,False,4.0,4.0,0.0,6.0,few,6.0,6.0,"[""<=10*10"", ""10*10""]","[""sudoku"", ""minesweeper""]",few,654.710609,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,1.0
P022,Bing-p22.ndjson,Bing,p22,5,3,True,False,3.0,3.0,0.0,6.0,few,6.0,6.0,"[""<=10*10"", ""10*10""]","[""sudoku"", ""minesweeper""]",few,581.620515,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,0.0
P023,Bing-p23.ndjson,Bing,p23,3,1,True,False,4.0,4.0,0.0,1.0,never,1.0,2.0,"[""N/A""]","[""battleships""]",never,1223.164808,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,0.5
P023,Bing-p23.ndjson,Bing,p23,1,2,True,False,3.0,3.0,0.0,1.0,never,1.0,2.0,"[""N/A""]","[""battleships""]",never,713.663945,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,-0.5
P023,Bing-p23.ndjson,Bing,p23,4,3,False,True,5.0,,,1.0,never,1.0,2.0,"[""N/A""]","[""battleships""]",never,,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,
P024,Bing-p24.ndjson,Bing,p24,3,1,True,False,5.0,3.0,-2.0,1.0,never,1.0,5.0,"[""N/A""]","[""sudoku"", ""minesweeper"", ""battleships""]",few,723.405998,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,-0.6666666666666665
P024,Bing-p24.ndjson,Bing,p24,1,2,True,False,3.0,3.0,0.0,1.0,never,1.0,5.0,"[""N/A""]","[""sudoku"", ""minesweeper"", ""battleships""]",few,522.004381,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,-0.6666666666666665
P024,Bing-p24.ndjson,Bing,p24,4,3,True,False,5.0,5.0,0.0,1.0,never,1.0,5.0,"[""N/A""]","[""sudoku"", ""minesweeper"", ""battleships""]",few,698.935107,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,1.3333333333333335
P025,Juliana-p1.ndjson,Juliana,p1,5,1,True,False,3.0,2.0,-1.0,8.0,many,8.0,8.0,"["">=10*10""]","[""sudoku"", ""minesweeper"", ""other""]",many,357.013853,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,-0.6666666666666665
P025,Juliana-p1.ndjson,Juliana,p1,4,2,True,False,3.0,3.0,0.0,8.0,many,8.0,8.0,"["">=10*10""]","[""sudoku"", ""minesweeper"", ""other""]",many,296.930233,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,0.3333333333333335
P025,Juliana-p1.ndjson,Juliana,p1,2,3,True,False,2.0,3.0,1.0,8.0,many,8.0,8.0,"["">=10*10""]","[""sudoku"", ""minesweeper"", ""other""]",many,194.377536,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,0.3333333333333335
P026,Juliana-p2.ndjson,Juliana,p2,0,1,True,False,4.0,4.0,0.0,1.0,never,1.0,7.0,"[""N/A""]","[""sudoku""]",many,846.85774,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,0.0
P026,Juliana-p2.ndjson,Juliana,p2,3,2,False,True,5.0,,,1.0,never,1.0,7.0,"[""N/A""]","[""sudoku""]",many,,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,
P026,Juliana-p2.ndjson,Juliana,p2,1,3,False,True,4.0,,,1.0,never,1.0,7.0,"[""N/A""]","[""sudoku""]",many,,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,
P027,Juliana-p3.ndjson,Juliana,p3,1,1,True,False,4.0,4.0,0.0,6.0,many,6.0,6.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",few,753.936037,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,1.6666666666666665
P027,Juliana-p3.ndjson,Juliana,p3,5,2,True,False,2.0,2.0,0.0,6.0,many,6.0,6.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",few,375.679865,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,-0.3333333333333335
P027,Juliana-p3.ndjson,Juliana,p3,4,3,True,False,1.0,1.0,0.0,6.0,many,6.0,6.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",few,236.795659,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,-1.3333333333333335
P028,Juliana-p4.ndjson,Juliana,p4,4,1,True,False,3.0,3.0,0.0,1.0,never,1.0,1.0,"[""N/A""]","[""other""]",few,1818.050037,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,0.0
P028,Juliana-p4.ndjson,Juliana,p4,5,2,False,True,-1.0,,,1.0,never,1.0,1.0,"[""N/A""]","[""other""]",few,,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,
P028,Juliana-p4.ndjson,Juliana,p4,1,3,False,True,-1.0,,,1.0,never,1.0,1.0,"[""N/A""]","[""other""]",few,,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,
P029,Juliana-p5.ndjson,Juliana,p5,4,1,True,False,4.0,4.0,0.0,8.0,many,8.0,8.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,550.489252,15,40,1133,0.071,2.772588722239781,3.713572066704308,7.033506484287697,0.06859279146561172,1.0
P029,Juliana-p5.ndjson,Juliana,p5,5,2,True,False,2.0,2.0,0.0,8.0,many,8.0,8.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,321.182489,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,-1.0
P029,Juliana-p5.ndjson,Juliana,p5,1,3,True,False,3.0,3.0,0.0,8.0,many,8.0,8.0,"["">=10*10"", ""10*10"", ""<=10*10""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,379.66581,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,0.0
P030,Juliana-p6.ndjson,Juliana,p6,2,1,True,False,4.0,4.0,0.0,3.0,few,3.0,3.0,"[""<=10*10""]","[""sudoku""]",few,659.819872,4,8,417,0.035,1.6094379124341003,2.1972245773362196,6.035481432524756,0.0344014267173324,0.3333333333333335
P030,Juliana-p6.ndjson,Juliana,p6,3,2,True,False,4.0,5.0,1.0,3.0,few,3.0,3.0,"[""<=10*10""]","[""sudoku""]",few,806.194611,15,31,1063,0.052,2.772588722239781,3.4657359027997265,6.96979066990159,0.050693114315518116,1.3333333333333335
P030,Juliana-p6.ndjson,Juliana,p6,0,3,True,False,2.0,2.0,0.0,3.0,few,3.0,3.0,"[""<=10*10""]","[""sudoku""]",few,381.383049,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,-1.6666666666666665
P031,Juliana-p7.ndjson,Juliana,p7,0,1,True,False,5.0,5.0,0.0,1.0,never,1.0,5.0,"[""N/A""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,1137.938236,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,0.0
P031,Juliana-p7.ndjson,Juliana,p7,5,2,False,True,-1.0,,,1.0,never,1.0,5.0,"[""N/A""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,,4,13,453,0.076,1.6094379124341003,2.6390573296152584,6.118097198041348,0.07325046173959267,
P031,Juliana-p7.ndjson,Juliana,p7,1,3,False,True,-1.0,,,1.0,never,1.0,5.0,"[""N/A""]","[""sudoku"", ""minesweeper"", ""battleships""]",many,,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,
P032,Michael-p1.ndjson,Michael,p1,0,1,True,False,3.0,2.0,-1.0,5.0,few,5.0,7.0,"[""10*10""]","[""sudoku"", ""battleships""]",few,419.146222,0,4,313,0.063,0.0,1.6094379124341003,5.749392985908253,0.061095099359810875,-1.0
P032,Michael-p1.ndjson,Michael,p1,1,2,True,False,4.0,3.0,-1.0,5.0,few,5.0,7.0,"[""10*10""]","[""sudoku"", ""battleships""]",few,506.480284,0,2,307,0.022,0.0,1.0986122886681098,5.730099782973574,0.02176149178151269,0.0
